lat,lon,lprice,rooms,area,floor,total_floors,house_type,condition
56.91103805,24.1842762,10.75149944,2,50,7,12,6,3
56.91116745,24.11631975,11.08214255,2,48,3,3,6,3
56.9111955,24.10796549,10.77895629,2,48,2,3,6,3
56.91125405,24.18596087,10.89673933,3,60,1,5,3,3
56.91126875,24.17348597,10.95080655,2,44,3,5,3,3
56.9114313,24.1399792,9.221280312,1,12,1,2,6,1
56.91162465,24.17437483,10.83958091,3,60,2,5,3,3
56.91162465,24.17437483,10.75577295,3,59,3,5,6,3
56.91162465,24.17437483,10.5941316,2,48,5,5,3,3
56.9118027,24.1926528,9.433483923,1,13,2,4,6,3
56.91192745,24.17994935,10.33364527,1,39,3,5,3,3
56.9119415,24.17339539,10.71441777,2,44,5,5,3,3
56.91205765,24.2063673,10.46310334,2,49,3,3,6,3
56.912242,24.1087866,11.68687877,3,79,1,6,3,3
56.91229505,24.20591176,9.332558005,1,12,2,3,2,3
56.91229505,24.20591176,9.71111566,1,18,2,3,6,3
56.9125204,24.10268353,11.08214255,2,54,4,6,6,3
56.9126889,24.1234641,11.52971375,3,65,2,4,2,3
56.9126889,24.1234641,11.30447346,2,49,3,4,2,3
56.9126948,24.0606033,11.73606902,4,100,2,2,5,3
56.912781,24.11919145,12.07823927,4,94,5,5,3,3
56.912781,24.11919145,11.31325427,2,63,3,6,2,3
56.9129169,24.19312025,10.71441777,3,67,1,2,2,3
56.91296195,24.1842255,10.37349118,2,42,4,5,6,3
56.913225,24.17397661,10.81677378,2,48,4,5,3,3
56.9133542,24.17218735,10.63344871,2,47,4,5,3,3
56.9133625,24.18749367,10.72326738,2,42,2,5,6,3
56.91345935,24.08865482,9.740968623,1,27,1,2,5,1
56.9134761,24.18677075,10.7342204,2,42,3,5,6,3
56.9134761,24.18677075,10.59663473,2,45,4,5,6,3
56.9134761,24.18677075,10.74720759,2,42,3,5,6,3
56.91347885,24.09573874,10.34977466,1,35,5,5,6,3
56.91376315,24.14165959,9.680344001,2,33,2,2,5,1
56.9137899,24.180044,10.73639668,2,47,2,5,3,3
56.91394475,24.12537394,12.2010601,4,141.01,4,4,4,3
56.91406475,24.12673062,12.33710091,4,140,4,4,3,3
56.9141787,24.1217522,8.906528918,1,20,2,2,5,1
56.9141787,24.1217522,11.15625052,2,46,1,5,6,3
56.9141787,24.1217522,11.03488966,2,57,9,9,1,3
56.9141787,24.1217522,9.058354015,1,26,2,2,5,1
56.9141787,24.1217522,8.909235279,1,19,2,2,5,1
56.9141787,24.1217522,11.12726298,2,54,4,9,3,3
56.9141787,24.1217522,9.057189192,1,26,2,3,2,1
56.91425235,24.18548334,10.57131693,2,43,5,5,6,3
56.914299,24.1112378,10.66895539,2,40,2,4,6,3
56.9145946,24.09608455,10.75790288,2,49,3,5,6,3
56.9146722,24.0918129,10.85842191,3,59,1,5,3,3
56.9146747,24.18150793,11.24496759,3,63,5,5,3,3
56.9146747,24.18150793,10.88837108,2,43,2,5,3,3
56.9146747,24.18150793,10.91492481,2,43,5,5,3,3
56.9146747,24.18150793,11.24337142,3,63,1,5,3,3
56.9146747,24.18150793,10.87487235,2,42,4,5,3,3
56.9146747,24.18150793,10.87005306,2,41,3,5,3,3
56.9146747,24.18150793,10.92182933,2,44,3,5,3,3
56.914774,24.0943957,10.85842191,3,59,1,5,3,3
56.914968,24.12289,11.59910316,3,77,1,4,3,3
56.914968,24.12289,11.39639165,2,65,1,4,3,3
56.914968,24.12289,12.20582261,4,141,4,4,3,3
56.914968,24.12289,11.59910316,3,77,1,4,4,3
56.914968,24.12289,11.77912851,3,76,3,4,4,3
56.914968,24.12289,11.39639165,2,66,1,4,4,3
56.914968,24.12289,11.77528973,3,75,3,3,2,3
56.914968,24.12289,11.51132418,2,65,2,4,4,3
56.914968,24.12289,12.20582261,4,141,4,4,4,3
56.914968,24.12289,11.74403719,3,77,2,4,4,3
56.914968,24.12289,11.5228758,2,66,2,4,4,3
56.914968,24.12289,11.66048303,3,76,3,3,1,3
56.914968,24.12289,11.68687877,3,76.6,1,4,4,3
56.9150015,24.0967059,11.18857941,3,64,8,9,3,3
56.9150015,24.0967059,10.40426284,1,32,7,9,3,3
56.9150015,24.0967059,11.15625052,3,62,9,9,3,3
56.9150027,24.1755593,9.878169745,1,13,3,4,6,3
56.9150027,24.1755593,10.40426284,2,46,2,4,3,3
56.9150027,24.1755593,10.59663473,2,39.3,2,5,3,3
56.915016,24.16723301,10.46310334,1,36,9,12,6,3
56.9150615,24.18654975,10.858999,3,56,2,5,6,3
56.915126,24.1882386,10.93310697,3,58,5,5,6,3
56.91527335,24.18936465,10.34174248,2,37,5,5,6,3
56.91537545,24.09477056,11.97665948,3,99,1,4,6,3
56.91540985,24.1694184,10.27159687,2,38,2,5,3,3
56.91549245,24.08511056,11.32659589,2,69,1,3,2,3
56.91580105,24.09223802,10.50506754,1,32,5,5,3,3
56.91588075,24.16577763,11.52485404,3,62,3,5,4,3
56.91595235,24.17405977,10.30895266,1,30,2,5,6,3
56.9159682,24.093354,10.27505111,2,30,3,3,6,3
56.9160082,24.1862147,10.59663473,1,34,3,5,1,3
56.91613955,24.18681695,10.73639668,2,49,5,5,6,3
56.9168339,24.17698295,10.89488576,3,62,3,5,3,3
56.9168339,24.17698295,11.00193316,3,60,5,5,3,3
56.91740615,24.1039282,10.91508846,2,41,1,4,6,3
56.918403,24.0883001,8.9226583,1,21,2,2,5,1
56.918403,24.0883001,11.89818787,3,88,3,6,3,3
56.918403,24.0883001,11.86358234,3,112,2,4,2,3
56.918403,24.0883001,11.65268741,2,85,1,4,3,3
56.918403,24.0883001,11.46163217,2,72,2,3,6,3
56.918403,24.0883001,11.87756858,3,112,1,5,2,3
56.918403,24.0883001,11.88448902,3,84,3,5,3,3
56.91925545,24.17382949,10.66895539,3,55,5,5,6,3
56.91941965,24.18386685,11.1124479,3,75,6,12,6,3
56.9197056,24.058748,11.75587164,3,77,2,3,6,3
56.9198151,24.1942607,9.45720045,2,37,4,4,6,3
56.9198151,24.1942607,9.613803477,3,51,1,2,6,1
56.91983035,24.17288999,10.76848499,2,47,10,12,4,3
56.91992425,24.08743799,10.22194128,2,45,1,2,5,1
56.92093585,24.0826549,9.784140795,1,22,2,2,5,3
56.92102495,24.09646372,11.73606902,3,98,5,7,4,3
56.9214421,24.0459093,10.40426284,1,25,1,2,5,3
56.9214827,24.0696882,11.22524339,2,47,2,2,5,3
56.9223072,24.2131166,10.1266311,1,27,1,5,3,3
56.9228069,24.1703845,10.77895629,3,60,2,5,3,3
56.9228069,24.1703845,10.87615862,2,46,1,5,3,3
56.9228069,24.1703845,10.46310334,2,48,6,9,3,3
56.9236832,24.05504572,11.71993963,3,93,3,4,1,3
56.9239084,24.167406,10.83958091,2,47,4,9,3,3
56.9243824,24.0878904,9.76995616,2,43,1,1,5,3
56.9247925,24.09453916,11.2515607,3,60,4,5,2,3
56.9255124,24.168618,10.55841352,2,49,5,9,3,3
56.9256893,24.16736844,10.35774282,1,34,1,9,3,3
56.9258216,24.0821144,9.510444964,1,17,1,2,3,3
56.92624755,24.09630981,10.1222214,3,41,2,2,5,1
56.9267343,24.1753303,10.79957558,2,45,4,5,3,3
56.9267343,24.1753303,10.4341158,1,33,3,5,3,3
56.926804,24.1697312,9.449357272,1,26,2,2,5,1
56.9271388,24.16749738,10.4487146,1,32,2,5,6,3
56.9271624,24.07697718,11.39639165,3,68,3,5,1,3
56.9271624,24.07697718,11.15482093,2,74,1,5,3,3
56.9273343,24.0927797,11.12726298,2,47,3,6,4,3
56.9273556,24.07368867,10.72106231,2,45,1,5,6,3
56.9273556,24.07368867,10.81977828,3,54,2,5,6,3
56.92735995,24.16462367,11.9511804,4,140,2,7,1,3
56.9278295,24.07532167,11.05089001,2,56,5,5,6,3
56.92786905,24.09681707,9.350102314,1,33,2,2,5,2
56.92792645,24.17132315,10.66895539,3,60,1,9,3,3
56.9280239,24.09322537,11.00209984,2,36.6,1,6,4,3
56.9281595,24.1723166,10.97678203,3,59,9,9,3,3
56.92851835,24.16409115,10.68670393,2,56,5,5,6,3
56.9292821,24.0641891,11.22790651,2,47,2,2,5,3
56.92934845,24.17697405,11.12726298,3,63,8,9,3,3
56.92934845,24.17697405,10.71441777,2,50,5,9,3,3
56.9293636,24.1835723,9.648595303,1,17,3,3,6,3
56.9293636,24.1835723,8.837826364,2,19,2,4,6,3
56.92963225,24.06966035,10.40122794,1,31,3,4,6,3
56.92963225,24.06966035,10.30561376,1,30,3,4,6,3
56.9297701,24.17743874,10.87804719,2,51,6,9,3,3
56.92977845,24.16933105,10.75577295,2,48,3,3,2,3
56.92991675,24.16990685,9.433483923,1,26,1,2,5,1
56.9307254,24.181101,11.08214255,3,67,7,9,1,3
56.9307254,24.181101,11.01862914,4,76,6,9,3,3
56.9307254,24.181101,11.05089001,4,78,5,9,3,3
56.93086485,24.16502787,11.27720313,4,80,9,9,3,3
56.93086485,24.16502787,11.22524339,4,78,7,9,3,3
56.93086485,24.16502787,11.05089001,3,61,5,9,3,3
56.93090445,24.16848459,10.71219307,3,60,4,9,3,3
56.9310392,24.1885814,10.75790288,2,50,9,8,3,3
56.9310912,24.07160554,10.75790288,1,40,4,4,3,3
56.93115325,24.17756456,10.95080655,3,62,3,9,3,3
56.93144315,24.1757569,10.99373159,3,61,7,9,3,3
56.93144315,24.1757569,10.89116828,3,65,4,9,3,3
56.93180645,24.01981036,10.858999,2,42,1,2,5,3
56.93217605,24.16330335,10.59663473,2,48,6,9,3,3
56.93257265,24.2080293,10.4341158,1,41,1,9,3,3
56.9326289,24.0720247,11.03488966,2,50,2,4,6,3
56.9330961,24.19316866,10.54534144,2,57,5,5,3,3
56.9331169,24.20049334,10.91508846,3,60,4,9,3,3
56.93312415,24.16634035,10.69873996,2,43,1,3,6,3
56.9334996,24.0424848,11.51167468,2,67,9,30,2,3
56.9334996,24.0424848,11.65268741,2,68,20,24,2,3
56.93353555,24.15602165,10.66429338,2,37,2,3,6,3
56.9335552,24.1758388,10.96127785,3,64,1,2,6,3
56.9335665,24.0460096,11.08214255,2,47,3,3,6,3
56.9335665,24.0460096,11.08214255,2,46,3,3,6,3
56.9336224,24.1626901,10.75790288,3,57,3,9,3,3
56.9339826,24.19705084,10.54534144,1,46,2,9,3,3
56.9339826,24.19705084,10.6454249,1,42,6,9,3,3
56.9339826,24.19705084,10.47728798,1,41,8,9,3,3
56.93399695,24.2075576,11.08214255,4,73,3,9,3,3
56.9340645,24.0436381,12.03765399,3,94,10,25,3,3
56.9340645,24.0436381,11.88448902,3,92,6,23,3,3
56.9340645,24.0436381,11.91839057,3,93,5,27,3,3
56.9340645,24.0436381,11.58988651,2,68,5,25,1,3
56.93409355,24.20828846,10.98529272,3,62,8,9,3,3
56.9342176,24.20706766,10.89673933,3,65,3,9,3,3
56.9342176,24.20706766,10.98189713,3,63,9,9,3,3
56.93425325,24.15486099,10.89673933,3,58,3,5,6,3
56.93425325,24.15486099,10.57131693,2,38,4,5,6,3
56.9342971,24.18474588,11.50287513,2,132,2,2,1,3
56.9343507,24.20600825,10.37349118,1,33,2,9,3,3
56.9346184,24.1980807,11.11988288,3,63,2,9,3,3
56.9346184,24.1980807,11.2185544,4,79,4,9,3,3
56.9346184,24.1980807,10.89673933,2,50,2,9,3,3
56.9346184,24.1980807,11.39639165,4,76,6,9,3,3
56.9346287,24.195207,11.01039864,2,49,7,9,3,3
56.9348145,24.0753412,11.29721671,2,46,1,4,2,3
56.9348571,24.1665681,9.60238246,1,27,2,2,5,3
56.934949,24.20128716,11.06350847,3,62,2,9,1,3
56.934949,24.20128716,10.71441777,2,51,2,9,3,3
56.934949,24.20128716,11.1844214,3,62,8,9,3,3
56.9350026,24.03798155,10.4341158,2,40,3,4,6,3
56.93524705,24.07507763,11.56171563,2,50,2,3,5,3
56.93527355,24.07326678,11.2185544,3,79,1,4,6,3
56.9353345,24.0737985,9.581903928,1,21,1,2,5,1
56.9355136,24.0425072,10.46310334,1,37,1,3,6,3
56.9358257,24.06180012,9.581903928,1,34,1,4,5,3
56.93584375,24.19431008,12.1281111,4,127,1,3,6,3
56.93585905,24.20810838,11.20367921,4,75,8,9,3,3
56.93585905,24.20810838,11.17043516,4,75,7,9,3,3
56.9359249,24.04209205,10.95080655,3,66,4,5,1,3
56.93595085,24.16322934,10.62132735,2,37,5,5,6,3
56.93600265,24.2142701,11.40745383,2,62,1,10,2,3
56.9360312,24.1617323,11.55214618,4,130,1,5,2,3
56.9360312,24.1617323,11.2515607,2,64,3,5,2,3
56.9361374,24.04305567,10.37349118,1,36,5,5,1,3
56.93620525,24.21234981,10.46310334,1,32,3,9,3,3
56.9362783,24.2110749,11.00209984,2,50,4,9,3,3
56.9362783,24.2110749,10.50506754,1,33,1,9,3,3
56.93637855,24.20663075,10.98529272,3,62,7,9,3,3
56.93643985,24.04506113,11.1124479,4,71,3,5,6,3
56.9365587,24.20977764,11.13895902,4,80,2,9,3,3
56.9365633,24.03514885,10.20359214,2,45,2,2,5,1
56.93662655,24.04333565,11.56171563,2,68,2,4,2,3
56.936719,24.21155532,10.87615862,2,47,4,8,3,3
56.936719,24.21155532,11.00209984,2,50,5,8,3,3
56.9367253,24.2129281,11.15553598,4,75,3,8,3,3
56.9367253,24.2129281,10.33526997,1,32,7,9,3,3
56.9368446,24.04000327,10.56359488,1,39,2,3,2,3
56.9368605,24.05687847,10.46024211,2,41,2,4,6,3
56.93693955,24.10193236,12.4292162,3,210,2,4,2,3
56.93693955,24.10193236,11.97665948,3,85,2,4,2,3
56.93698015,24.0403617,9.305650552,1,25,1,1,5,1
56.9370582,24.1880804,11.08214255,3,71,2,5,2,3
56.9370601,24.2103376,10.33526997,1,33,3,9,3,3
56.9371252,24.04281399,11.05879518,3,62,2,5,6,3
56.93715885,24.21463304,12.2010601,4,118,1,3,1,3
56.9371723,24.05661315,10.71441777,2,41,4,4,6,3
56.93717765,24.19580518,11.21046811,5,90,1,9,3,3
56.9371904,24.0257892,11.50995105,2,60,3,3,3,3
56.9371904,24.0257892,11.48945211,2,76,1,3,4,3
56.9371904,24.0257892,11.48945211,2,66,1,3,4,3
56.9371904,24.0257892,12.04155171,4,103,3,3,3,3
56.9371904,24.0257892,11.7624071,3,87,1,3,3,3
56.9371904,24.0257892,11.97665948,5,125,2,2,6,3
56.9372249,24.05922274,9.975808214,2,30,1,2,5,3
56.9372249,24.05922274,10.44290063,2,49,2,2,5,3
56.9372465,24.07808446,10.30895266,1,24,3,4,6,3
56.93731855,24.04146341,10.40426284,1,31,5,5,6,3
56.9374039,24.10117626,12.50617724,4,170,5,6,2,3
56.9374039,24.10117626,12.27839331,3,108,5,6,2,3
56.9374039,24.10117626,12.10071213,4,89.7,5,6,2,3
56.9375255,24.2061416,11.98292909,3,102,6,12,6,3
56.9375255,24.2061416,11.59910316,4,113,12,12,6,3
56.9375738,24.03746545,11.88448902,3,90,1,4,1,3
56.9375738,24.03746545,11.88448902,3,89.5,1,4,6,3
56.93766455,24.19829946,11.39188714,4,78,7,9,3,3
56.9379361,24.154479,11.22524339,3,84,4,5,6,3
56.9379361,24.154479,10.46310334,1,34,5,5,1,3
56.93821515,24.07955375,11.27720313,3,67,1,5,1,3
56.9382249,24.2268933,11.82041016,3,100,2,2,3,3
56.9382367,24.2100297,10.67590791,2,51,8,9,3,3
56.93855065,24.20157666,10.89673933,2,51,2,9,3,3
56.93857315,24.19441622,10.71441777,2,60,2,2,2,3
56.93860025,24.18686249,11.1844214,2,63,3,7,1,3
56.93860365,24.1990405,10.23638197,1,35,1,9,3,3
56.9386094,24.09963058,9.259130536,2,28,2,2,5,3
56.9386534,24.05182415,10.95080655,4,87,2,2,2,3
56.9386536,24.14740999,10.62132735,1,39,2,4,2,3
56.9386726,24.0704405,9.609116492,1,23,2,2,5,1
56.9386867,24.0725201,11.03488966,2,48,4,5,2,3
56.9387007,24.14456256,9.998797732,1,30,2,1,5,3
56.93870705,24.07891778,10.34174248,1,30,1,5,6,3
56.938759,24.0439698,9.392661929,1,25,2,2,5,3
56.938833,24.1962186,10.83958091,2,50,3,9,3,3
56.938833,24.1962186,10.71441777,2,50,3,9,3,3
